,species,family ,suborder ,sum radii ,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
26,Lagenorhynchus cruciger NHMUK 1960.8.24.1 (Sagmatias) ,Delphinidae,odontocete,0.367589,0.021571,0.018053,0.006442,0.010475,0.0191,0.007462,0.008069,0.01474,0.007452,0.005204,0.009395,0.003199,0.003146,0.005082,0.004739,0.007035,0.006807,0.001724,0.008829,0.008033,0.006097,0.002958,0.006087,0.005792,0.006274,0.010742,0.008546,0.008209,0.008681,0.005992,0.006783,0.003634,0.008312,0.002965,0.002536,0.007618,0.008469,0.00047,0.002409,0.001289,0.003394,0.000567,0.010075,0.003605,0.003417,0.001848,0.002863,0.001543,0.00073,0.005314,0.002584,0.001672,0.009047,0.010402,0.010373,0.002235,0.0075
27,Lagenorhynchus obliquidens NHM 1992.83,Delphinidae,odontocete,0.245257,0.010951,0.007668,0.00348,0.011123,0.008098,0.001633,0.001451,0.009384,0.009897,0.001488,0.010515,0.002345,0.003125,0.004277,0.005724,0.001794,0.001954,0.002768,0.000672,0.001426,0.003452,0.001462,0.003784,0.000991,0.004249,0.006904,0.006412,0.006318,0.004669,0.006072,0.002069,0.000499,0.00058,0.003755,0.004355,0.006927,0.006399,0.003137,0.007098,0.002425,0.004832,0.004498,0.006014,0.001403,0.000552,0.002892,0.002857,0.003087,0.000894,0.003375,0.00146,0.000759,0.000602,0.010348,0.011242,0.001909,0.007205
28,Lagenorhynchus obscurus NHMUK 1846.3.11.8 (Sagmatias),Delphinidae,odontocete,0.246632,0.017666,0.013057,0.009223,0.008772,0.012425,0.001057,0.000482,0.023303,0.009172,0.001396,0.008285,0.005661,0.007134,0.004711,0.003034,0.002369,0.002412,0.002192,0.001242,0.000209,0.002538,0.002237,0.0035,0.006044,0.003065,0.000508,0.002373,0.005825,0.005968,0.002997,0.00229,0.001041,0.001637,0.003674,0.003522,0.003334,0.002502,0.002186,0.002788,0.00191,0.002265,0.0019,0.003207,0.001415,0.002621,0.004463,0.001823,0.004233,0.001066,0.001864,0.004242,0.001352,0.001503,0.009347,0.00877,0.001432,0.001389
29,Lipotes vexillifer AMNH 57333,Lipotidae ,odontocete,0.255362,0.011887,0.01424,0.012588,0.011458,0.010299,0.008304,0.003075,0.009798,0.002841,0.00081,0.008665,0.001064,0.001791,0.004315,0.002272,0.001655,0.001624,0.004722,0.002599,0.001946,0.002761,0.003168,0.003769,0.004762,0.002581,0.00245,0.002028,0.00467,0.004733,0.004153,0.002325,0.00457,0.002761,0.004734,0.00396,0.009271,0.002115,0.003123,0.001936,0.001584,0.003254,0.008866,0.003359,0.001667,0.002681,0.000734,0.001739,0.000897,0.001298,0.001717,0.001797,0.001414,0.002514,0.011949,0.011559,0.005529,0.006984
30,Lissodelphis borealis USNM 550188,Delphinidae,odontocete,0.253046,0.008186,0.012592,0.006889,0.011447,0.01005,0.003532,0.002184,0.012295,0.007355,0.002768,0.010059,0.002169,0.003999,0.004111,0.004102,0.005356,0.00293,0.000827,0.002332,0.002691,0.00594,0.002315,0.004323,0.00289,0.006386,0.005817,0.003252,0.003546,0.004886,0.002874,0.007624,0.001607,0.00225,0.001017,0.002979,0.004431,0.00588,0.001177,0.00493,0.001596,0.004035,0.002371,0.007878,0.002914,0.002079,0.000819,0.000999,0.000943,0.001432,0.000969,0.002194,0.001461,0.002659,0.009043,0.012141,0.005679,0.003837
31,Lissodelphis peronii NMNZ MM002116,Delphinidae,odontocete,0.303812,0.008955,0.018369,0.015758,0.016995,0.0068,0.004002,0.004168,0.014667,0.009616,0.001242,0.016638,0.002531,0.005866,0.002393,0.002553,0.001611,0.001334,0.002039,0.002746,0.00202,0.007932,0.001698,0.002349,0.00476,0.007045,0.004185,0.003549,0.003128,0.008301,0.003465,0.002254,0.001001,0.003097,0.002017,0.0036,0.003894,0.003827,0.00337,0.003445,0.004709,0.001847,0.001934,0.010313,0.002908,0.004028,0.002761,0.002235,0.002474,0.000757,0.001371,0.002712,0.001978,0.002647,0.018963,0.016827,0.002206,0.009923
32,Mesoplodon bidens USNM 593438,Ziphiidae ,odontocete,0.215769,0.003583,0.012954,0.003158,0.010705,0.01465,0.003721,0.001697,0.012251,0.00106,0.00121,0.005638,0.005673,0.005256,0.004892,0.003621,0.004472,0.003492,0.002385,0.001441,0.001682,0.002217,0.002142,0.002928,0.001207,0.002054,0.007086,0.003755,0.001802,0.003228,0.002673,0.00147,0.001658,0.001308,0.005375,0.00168,0.003037,0.003696,0.001502,0.001193,0.00165,0.007296,0.002735,0.010296,0.001005,0.001568,0.002568,0.002763,0.003072,0.001723,0.002159,0.003058,0.00057,0.001176,0.004778,0.010566,0.002408,0.002824
33,Mesoplodon bowdoini NMNZ MM001900,Ziphiidae ,odontocete,0.244499,0.010635,0.005288,0.010742,0.009243,0.009775,0.005297,0.006761,0.013729,0.006745,0.003019,0.00983,0.002515,0.002848,0.006313,0.001835,0.001539,0.000803,0.000823,0.006456,0.006711,0.002386,0.003009,0.002,0.001632,0.002558,0.003145,0.003849,0.004012,0.005399,0.00669,0.002584,0.007397,0.005785,0.002373,0.001672,0.003587,0.003789,0.004604,0.002707,0.003649,0.001539,0.001861,0.003998,0.002439,0.001023,0.001408,0.001871,0.001481,0.000822,0.001976,0.002161,0.00073,0.006734,0.005745,0.009313,0.001644,0.006017
34,Mesoplodon carlhubbsi USNM 504128,Ziphiidae ,odontocete,0.232171,0.006965,0.008593,0.003826,0.007429,0.007254,0.005311,0.005103,0.007939,0.005221,0.004775,0.004865,0.003316,0.003622,0.005297,0.002667,0.003736,0.003575,0.00385,0.005818,0.004892,0.002935,0.002384,0.003442,0.002483,0.002419,0.004001,0.004349,0.002742,0.003146,0.003772,0.001499,0.005168,0.005388,0.002659,0.0029,0.006839,0.004244,0.002132,0.002344,0.001533,0.003274,0.001581,0.01546,0.003892,0.001553,0.000658,0.000702,0.000685,0.001191,0.001923,0.002471,0.002479,0.005544,0.00671,0.007479,0.001661,0.004475
35,Mesoplodon europaeus USNM 571665,Ziphiidae ,odontocete,0.210671,0.005994,0.004974,0.01008,0.008423,0.006902,0.005242,0.004083,0.023901,0.004176,0.002823,0.006206,0.002329,0.003738,0.002393,0.003194,0.002077,0.00225,0.002977,0.003414,0.004259,0.002719,0.001707,0.001924,0.002195,0.002726,0.003659,0.001985,0.002665,0.002844,0.004278,0.002389,0.00126,0.003251,0.005096,0.002767,0.001733,0.001624,0.003429,0.001869,0.002737,0.004047,0.00258,0.004581,0.001465,0.002241,0.001155,0.003646,0.001566,0.000734,0.002809,0.001211,0.00149,0.003517,0.002137,0.008704,0.00174,0.00476
